NAME	Other	Non-inflammatory_Macrophage	alpha-beta_T_Cells	Inflammatory_Macrophage	NK-like_Cells	gamma-delta_T_Cells	Mature_B_Cells	Plasma_Cells
MRPL12	76.8985497219954	1	1	1	1	1	1	120.466500114418
MRPL14	113.487357883411	1	1	1	1	1	1	103.05234770471
MRPL20	142.553127526944	1	101.596799232839	86.155621687828	88.9549179878034	113.406561309471	1	159.149424521478
MRPL22	1	1	1	1	1	1	1	89.8162776886032
MRPL23	57.3610902514775	1	1	136.95019063626	1	1	1	163.77582241939
MRPL27	75.9363776547866	1	1	1	1	1	1	1
MRPL34	94.5862673186134	1	64.6709223630714	1	1	1	1	63.9755225110387
MRPL51	147.024461972352	76.182107760186	79.8982819885961	102.002643662993	106.044901633492	139.702185725732	1	256.246531639264
MRPL52	112.377285013682	1	1	105.44092376345	80.4462168301929	1	80.0103472528323	279.167576272945
MRPL54	84.4978876531877	1	67.0921439924114	1	89.0169051723706	89.8549342597823	1	84.4439559360594
MRPL55	91.2515358325061	1	1	1	1	1	1	96.9236252276868
MRPL57	181.72467871925	1	94.7417957566174	86.4351263973611	111.529062737026	101.775749104235	1	156.139158120833
MRPS12	1	1	1	1	74.4796562778374	1	1	1
MRPS15	1	1	1	1	1	1	1	99.0185326115264
MRPS16	53.0680519336889	1	1	1	1	1	1	99.7084721753509
MRPS18C	66.9889990022556	1	1	1	72.5964576601294	78.2082805629787	1	55.2825328943131
MRPS33	74.2678403824888	1	1	1	1	1	1	94.2609577592819
MRPS34	60.2386822693834	1	1	1	88.0149567076018	1	1	131.995197147413
MRPS36	76.4033933911234	1	1	1	69.1759766820515	1	1	1
MRPS7	1	1	1	1	1	1	1	68.6416396939564
MS4A1	1	1	1	1	1	1	655.974231250565	1
MS4A4A	1	631.119818133121	1	204.184734340813	1	1	1	1
MS4A6A	1	2382.54501050371	1	881.50153635596	1	1	1	1
MS4A7	1	1728.14252106633	1	332.666431246722	1	1	1	1
MSMO1	210.472553674475	1	1	1	1	1	1	1
MSN	1	183.764789431058	106.816523403874	157.591531682691	136.88005029354	183.19364182926	1	1
MSR1	1	478.754422570224	1	135.943279591827	1	1	1	1
MSRB1	90.8138337247896	1	1	1	1	1	1	1
MSRB2	59.564902358229	1	1	1	1	1	1	1
MST1	156.202777615192	1	1	1	1	1	1	1
MT1A	114.252301202498	1	1	1	1	1	1	1
MT1F	546.605739392701	1	128.556509945702	1	99.0756559652588	125.624832153262	141.853984622406	1
MT1H	1368.58494420482	1	96.231448976007	1	1	127.024395813763	152.238880813711	1
MT1M	617.545270083263	1	93.3746313239974	1	97.4700060312485	109.292176961962	110.60168051423	1
MTCH2	97.5391707691483	1	1	1	1	1	1	1
MTDH	177.079660481644	125.420355536919	164.082259074131	197.955552521681	162.613722732908	108.021051366366	158.201649977911	829.220265915837
MTHFS	62.9332954341718	1	1	1	1	1	1	1
MTIF3	83.6282107572585	1	1	1	1	1	1	1
MTPN	1	211.515138861571	1	142.179119793996	1	90.7123289649872	142.583969749803	1
MTRNR2L12	89.2765802820312	1	149.825999365472	77.670700045388	178.342849449018	149.724585654786	180.960213337004	1
MTSS1	1	179.195898865889	1	81.7205129626365	1	1	1	1
MTTP	84.1013530862386	1	1	1	1	1	1	1
MYADM	1	1	101.58859862648	135.749690427995	1	1	1	1
MYBL1	1	1	1	1	85.6739524756981	1	1	1
MYBL2	1	1	1	1	1	1	1	125.841596696052
MYCBP2	1	1	71.8565326971676	1	80.5556519734582	1	78.8605200629539	1
MYDGF	82.3353715608148	1	89.2864100892488	71.9261030062355	109.600754427352	1	1	763.989929351571
MYH9	1	1	111.475736325273	86.4069858111946	95.8814591257523	89.368024733195	1	1
MYLIP	1	1	105.664000759742	1	123.220233688324	150.141700941227	138.967873184804	1
MYLK	77.8534588842726	1	1	1	1	1	1	1
MYO1B	159.3541281089	1	1	1	1	1	1	1
MYO1F	1	1	168.25680464342	195.78809769603	217.56220208187	381.684453277544	1	1
MYO1G	1	1	68.7821885933537	1	1	119.478114310709	1	1
MYOM2	1	1	1	1	1	178.250663544827	1	1
MZB1	1	1	1	1	1	1	1	2651.08641498048
MZT2A	1	1	148.835421233581	1	140.314097443379	137.98254951558	1	70.600478638471
N4BP2L2	89.8670197806154	1	217.508938332361	124.69395357711	204.895490881757	229.172455233602	201.983426672461	1
NADK2	70.7060039878947	1	1	1	1	1	1	1
NAGK	1	1	1	82.650945243459	1	1	1	1
NAIP	1	96.9019931370939	1	77.7059472839394	1	1	1	1
NAMPT	244.20015507376	211.031818340015	1	364.828396842871	1	1	1	1
NANS	1	1	1	1	1	1	1	90.5231638681143
NAP1L4	1	1	92.9686775042919	1	123.321489939787	84.5629622634838	1	1
NASP	1	1	1	1	1	1	1	80.8650049231083
NCF1	1	1	69.8511996516096	100.574031241853	1	1	202.546243366471	115.610857158011
NCF2	1	1	1	81.2625761521626	1	1	1	1
NCK1	1	1	67.2238230412284	1	85.3679423018639	1	1	1
NCKAP1L	1	147.204057808122	1	99.0888410353129	1	1	1	1
NCL	105.507885516462	1	134.620577546044	91.9573451087687	177.527916461366	157.806093545241	67.6239531161047	358.732521864541
NCOA4	71.9895186932502	302.830510602275	1	116.890462498301	1	1	1	1
NCOR1	1	1	96.2599209917749	1	156.235822938513	91.1100770260418	82.6207508469986	1
NCR1	1	1	1	1	75.5207314079728	1	1	1
NCR3	1	1	1	1	1	101.976052619344	1	1
NDFIP1	69.5763302095654	162.133971469156	64.9255468240508	100.713038034691	1	1	1	1
NDRG2	95.3939454211808	1	1	1	1	1	1	1
NDUFA12	62.6453327706919	1	62.8150104572462	1	90.2317790253794	121.147659134579	1	73.6076527636387
NDUFA5	59.9221545795946	1	89.1143847411642	1	1	1	1	1
NDUFA6	217.633424263636	1	68.2957534886128	73.1150695940505	1	92.5745796471198	1	198.186959733084
NDUFAB1	106.165641739924	1	1	1	1	1	1	145.228478750827
NDUFAF3	63.840401703026	1	1	1	1	1	1	108.160039960114
NDUFB3	96.9361557061808	1	69.8363249790136	75.1940892177169	92.007283900373	98.0151198413609	1	168.589108700375
NDUFB5	1	174.003243926248	73.2938375192663	124.202124300665	68.5950449078654	1	1	1
NDUFB6	68.5194541233407	1	1	1	1	1	1	142.169571465418
NDUFC1	174.653580370805	1	67.2774779721889	1	1	1	1	172.426373239162
NDUFS2	82.8753336745303	1	1	1	1	1	1	1
NDUFS3	1	1	1	1	1	1	1	57.9462191671896
NDUFS6	210.444893595385	131.507724353503	113.76828155048	155.758406603208	112.914323673547	130.164168392976	1	321.699377773908
NDUFS7	87.0705970646097	82.7336378223614	80.7817392189854	130.513733213527	92.0103155273941	1	1	138.972411676203
NDUFS8	84.6013384885382	1	88.8031442800785	81.912891327999	160.376105923021	112.966913569171	1	137.817521519768
NDUFV1	1	1	1	1	91.7005433599546	1	1	65.5008701861708
NDUFV2	133.219289378835	1	102.197260019946	70.9332389243606	87.2860471714517	85.3894045500585	1	206.405498225661
NDUFV3	126.472199840353	1	1	1	1	1	1	64.9375645021459
NELFCD	1	1	1	1	81.5590132803596	1	1	1
NENF	86.4506069435217	113.585954443441	1	73.9570269682649	1	1	1	1
NFATC3	1	1	1	1	1	89.5422214040013	1	1
NFIA	154.115048504563	1	1	1	1	1	1	1
NFIB	72.4476397596003	1	1	1	1	1	1	1
NFIC	159.304342828558	237.639854405867	1	1	1	1	1	1
NFKBIZ	1	97.1466480597461	1	121.00522478134	1	1	1	1
NGFRAP1	108.040176547378	1	1	1	1	1	1	1
NHLRC3	1	1	1	1	64.7082968443578	1	1	1
NHP2	64.9081243348511	1	70.3285662301163	1	73.9982674847598	1	1	135.61420589608
NINJ1	1	135.573720271651	1	77.3680521611887	1	1	1	1
NIT2	56.8456924856628	1	1	1	1	1	1	1
NKG7	1	1	1429.70172268437	150.35264032542	4169.63575963664	5819.68983592458	1	1
NKTR	1	1	108.69033847616	1	104.05420580889	82.8257450478948	93.1651325693883	1
NME1	1	1	1	1	1	1	1	221.575123674965
NME3	1	1	1	1	70.1345380005572	1	1	1
NMT1	134.080120611162	1	83.6259422945588	1	96.8021717040256	1	93.019248635404	95.8507474317226
NNT	110.544308080593	1	1	1	1	1	1	1
NOL7	1	1	1	1	1	1	1	98.5580908476279
NOP56	1	1	1	1	1	1	1	86.9029277278565
NOP58	1	1	1	1	1	1	1	78.8009031693372
NOSIP	1	1	116.879233898497	1	1	82.2159934454488	1	1
NPC2	163.095551829519	2474.59807715665	96.9052272730397	1337.77885267395	76.0071244889966	90.0036923521508	174.398040127951	98.3858452500615
NPL	1	179.631152252963	1	1	1	1	1	1
NQO2	70.4872062909275	1	1	1	1	1	1	1
NR1H3	1	139.040486019442	1	1	1	1	1	1
NR2F2	105.429068156018	1	1	1	1	1	1	1
NR3C1	70.6314050847953	1	1	1	1	1	1	1
NSRP1	64.518569800249	1	1	1	1	1	1	1
NT5C	1	1	1	1	90.2313699234865	1	91.880039166873	1
NT5C3A	1	1	1	1	1	1	76.2006681128208	1
NTHL1	342.244617171582	1	1	1	1	1	1	1
NUCB1	67.0123062986199	81.4160924686729	1	81.9985953315997	1	1	1	1
NUCB2	59.3878085315022	1	74.2410794669587	1	126.71627410497	137.052207402871	1	121.13898737299
NUDT16	1	116.005828863674	1	114.121320572335	1	1	1	1
NUDT5	1	1	1	1	1	1	1	67.356720894393
NUDT8	74.0928953953139	1	1	1	1	1	1	1
NUMB	1	1	1	68.0627131450326	1	1	1	1
NUP214	1	143.212752353853	1	214.068733025186	1	1	1	1
NUPR1	342.893736243943	1	1	1	1	1	1	1
OAF	76.3236566840022	1	1	1	1	1	1	1
OAT	66.8511705997991	1	1	1	1	1	1	1
OCIAD1	69.5256444066121	1	1	1	87.128249167279	1	1	1
OCIAD2	64.344454352883	1	99.1731976610475	1	113.769573420113	1	1	1
ODC1	1	1	1	1	1	1	1	91.137355581549
ODF2L	1	1	94.6938575993188	1	1	1	1	1
OFD1	1	1	1	1	107.227394342883	1	1	1
OPTN	1	1	65.4826442118316	1	1	87.7731460986467	1	1
ORAI2	1	1	1	1	1	1	117.149455910752	1
ORMDL1	1	109.510027753369	64.2204188351967	1	1	78.779672746946	1	1
OS9	64.0133089560007	1	1	89.254402757516	1	1	1	80.7480607584963
OSTC	66.5821396054448	1	106.460283537388	93.8647608469253	102.000588784778	90.5037931651433	1	259.971356428538
OSTF1	1	129.150286396986	106.205975441356	77.5142405370003	130.181980920623	134.692747736648	1	1
OTUD6B.AS1	1	1	78.3942679739147	1	1	1	1	1
OXA1L	1	1	1	86.8633194594331	1	1	85.1144159081004	1
P2RX5	1	1	1	1	1	1	219.204506825934	1
P2RY11	1	1	1	1	122.079397074027	1	1	1
P2RY13	1	141.539858655819	1	1	1	1	1	1
P4HB	382.958606240993	106.092989028477	163.377177042278	114.80321174835	168.572111142022	176.063521524252	1	427.100233940718
PA2G4	85.9153259352613	1	152.377024190998	94.2804152007827	160.272365236148	179.678142531872	1	251.202383709775
PABPC4	66.1079186351192	667.150306534143	1	332.17284933379	1	1	68.3686677212915	247.88516959606
PAH	331.882042433675	1	1	1	1	1	1	1
PAIP2	1	1	124.050410680045	72.6779246433203	164.228700084722	155.480346383767	132.859484990305	1
PAK2	55.6680537506131	112.573263277998	1	133.941957993354	79.4926592928342	1	1	1
PAN3	1	1	1	1	1	1	88.7154194417471	1
PAPOLA	1	1	97.288991735884	81.5027302818167	105.879197456671	81.9059552467806	105.701064170221	56.7995150028577
PARP1	1	1	69.8877302078486	1	74.7537311168248	1	103.404072897258	123.311639401207
PARP8	1	1	150.09795164433	1	134.089441534599	108.556907944675	1	1
PBLD	70.7397953890621	1	1	1	1	1	1	1
PBXIP1	1	1	80.208388210386	1	1	1	1	1
PC	71.8553388477962	1	1	1	1	1	1	1
PCBD1	203.458749762297	1	1	1	1	1	1	1
PCF11	1	1	1	1	60.144424230889	1	1	1
PCK1	501.38595923522	1	1	1	1	1	1	1
PCK2	117.209818434393	1	1	1	1	1	1	1
PCM1	1	1	71.8599434058808	1	79.056444840194	1	1	1
PCNP	1	1	118.485283494865	1	117.871527524933	126.258436230596	93.7965636835664	1
PCSK6	79.7460496130557	1	1	1	1	1	1	1
PCSK7	1	1	189.33648404259	1	202.647494646659	205.188603094598	107.528748540834	1
PCYOX1	62.1415545689984	1	1	1	1	1	1	1
PCYT2	58.6102327666182	1	1	1	1	1	1	1
PDAP1	1	1	69.9599320104297	1	63.9105366206522	84.7583958685858	1	98.0120189567475
PDCD4	1	1	207.133162030469	1	237.60138813861	1	126.45404127784	1
PDCD5	57.1559019139927	1	1	1	1	1	1	110.932698515378
PDCD6	1	1	1	1	60.2387293523996	1	1	1
PDE7A	1	1	1	1	95.5452258719507	1	1	1
PDIA4	249.540299572699	1	1	1	1	1	1	380.989834801903
PDIA6	163.240700319414	101.840115892654	83.7661416721083	82.9474454561006	90.1286205793973	109.160991194642	1	539.347567166797
PDK4	87.8092067664424	896.537699257257	1	137.867390587713	1	1	1	1
PDLIM1	126.353032102258	1	1	1	1	1	1	72.247882109383
PDLIM2	1	1	96.2019127654862	1	83.982552104301	70.0822972171482	1	1
PDLIM5	98.5714013163664	1	1	1	1	1	1	1
PDXK	1	1	1	1	1	1	1	85.9569706786633
PECAM1	1	1	1	90.0935516347426	1	1	1	1
PEMT	67.7561566097781	1	1	1	1	1	1	1
PEPD	59.3436678009497	1	1	1	1	1	1	1
PERP	58.7690274179443	1	1	1	1	1	1	1
PFDN2	58.1330435093186	1	1	1	1	1	1	1
PFDN4	1	1	1	1	97.1264503131842	1	1	1
PFKFB3	1	99.2207200158454	1	1	1	1	1	1
PGAM1	76.7861730756408	1	97.9108592899813	125.506346300341	1	131.934107892839	1	285.873109901975
PGD	1	1	1	140.613029115144	1	1	1	1
PGLS	1	166.387285826455	77.4248976564571	200.971718099648	80.9760046622955	80.7381035214475	68.804333837091	1
PGLYRP2	56.0179858314658	1	1	1	1	1	1	1
PGM1	68.6332785495636	1	1	1	1	1	1	1
PGRMC1	199.631143078979	1	1	1	1	1	1	1
PHACTR1	1	1	1	128.798768127778	1	1	177.578724897195	1
PHACTR2	1	161.204023600622	1	1	1	1	1	1
PHB	1	1	1	1	1	92.1574711523314	1	86.540418739218
PHB2	62.5102965808595	1	86.0705237164815	77.3685287194071	107.558090328932	1	74.2748971656283	101.948407078737
PHF20	1	1	63.4670510597753	1	65.6080858581152	1	1	1
PHIP	1	1	69.4996606532801	1	1	1	1	1
PHPT1	75.5680299860978	1	1	72.9732184401203	77.0337110461565	85.6139145039741	1	169.953896013579
PICALM	1	89.535965570466	1	71.4519451883101	1	1	1	1
PIK3AP1	1	140.477965446021	1	1	1	1	1	1
PIK3IP1	1	1	149.999742977696	1	183.43826252589	98.0736930709975	127.189541757065	1
PIK3R1	71.9086385587679	1	95.6573544654127	1	146.468232860429	1	1	1
PILRA	1	1	1	71.2234302433988	1	1	1	1
PILRB	1	1	1	1	137.677035410161	1	1	1
PIM1	1	1	106.107988157441	1	115.442044851597	156.287235517519	1	1
PIM2	1	1	1	1	1	1	1	454.907788850778
PIN1	1	1	1	1	91.0869707240713	89.7883539814472	1	1
PIN4	108.689867434681	1	76.5258795220662	1	1	1	1	1
PIP4K2A	1	1	222.200574034577	1	386.277935925367	206.988802386917	1	1
PIPOX	76.6768306908005	1	1	1	1	1	1	1
PITPNC1	1	1	1	1	99.4131636953859	1	1	1
PKM	1	101.762443596427	134.220893272618	269.707600930803	72.1665374153494	111.009751160712	1	236.679102479721
PKN1	1	1	1	1	63.0271673656783	1	1	1
PLA2G16	106.118599375895	1	67.6757829634381	1	101.199859714056	1	1	1
PLAC8	1	522.81513982171	161.03110857102	179.322574922893	336.851208556697	843.969209759401	330.460857523513	72.2129509671154
PLAUR	1	1	1	170.086160231926	1	1	1	1
PLBD1	1	1	1	100.554907629015	1	1	1	1
PLCG2	1	1	1	1	95.2262633912442	1	1	1
PLD3	1	204.006824144892	1	180.99764303274	1	1	1	1
PLEK	1	175.636021086133	1	122.494970891336	129.864282029324	191.645504196128	1	1
PLEKHB2	1	83.5480977047044	1	1	1	1	1	1
PLEKHF1	1	1	1	1	136.708660052687	104.072990286751	1	1
PLEKHF2	1	1	1	1	1	1	88.2556727737423	1
PLG	763.502640086153	1	1	1	1	1	1	1
PLIN2	217.863057927035	132.827987209076	1	166.702512356301	94.7401175769046	1	1	1
PLP2	1	1	111.745428327473	130.365286894928	1	1	104.30975769181	77.7893180282612
PLPP3	227.220061315661	1	1	1	1	1	1	1
PLPP5	1	1	1	1	1	1	1	116.315253492888
PLTP	1	440.914229713381	1	1	1	1	1	1
PLXDC2	1	1	1	79.1743163955123	1	1	1	1
PMAIP1	1	1	78.9253123007742	1	96.4815196582718	140.219626656085	133.341725724918	1
PNISR	61.6336628580054	1	211.255335935661	103.29119753457	279.106639204932	234.487180549545	297.577484128382	65.5712957553149
PNKD	94.5704136218826	1	1	1	1	1	1	1
PNN	1	1	89.423646069538	1	153.402789769447	103.197992146408	92.0632041974987	1
PNRC2	1	1	77.0585513052952	1	1	76.7184961143559	1	1
POLE4	1	1	1	79.7331057580229	1	1	1	58.1506931370038
POLR2F	112.084050087509	1	1	1	91.3464195738791	92.8097636206686	1	67.0457634610281
POLR2G	1	1	77.9075459662388	1	156.014719563049	140.139760460383	1	1
POLR2I	105.900910994874	1	72.9648242304123	1	1	1	1	96.2840112006463
POLR2J	74.4729378145277	1	74.3437072356008	83.1455661133794	78.8990172768987	92.2042047773788	1	105.836974152438
POLR2J3	1	1	154.422990872205	1	198.792924354102	190.035772852807	184.209914389242	1
POLR2K	1	1	80.5562345217954	1	73.1930030539995	107.941889201018	1	1
POLR3GL	1	1	99.9097546460337	1	93.6061929540086	121.549435182044	1	1
PON1	152.624147968648	1	1	1	1	1	1	1
PON3	171.009014895319	1	1	1	1	1	1	1
POR	204.815868401502	1	1	1	1	1	1	1
POU2AF1	1	1	1	1	1	1	1	224.591094814707
POU2F2	1	1	1	83.5435899573521	1	1	196.874626570579	1
PPA1	1	1	88.3397269833829	1	1	1	1	148.395759124032
PPHLN1	1	1	1	1	72.1182118774178	1	1	1
PPIB	222.056116888596	1	228.114090371808	160.196134711807	194.533272953732	266.284076527483	98.7618448736909	1239.05450513021
PPM1G	1	1	1	1	85.7230796099147	1	1	1
PPM1K	1	1	1	1	1	1	168.493121406587	1
PPP1CB	1	139.180689242586	104.956050687262	131.720245937243	109.16070726239	1	80.593120236241	1
PPP1CC	1	87.6180492197044	72.0890971034359	93.6500199683521	1	1	103.962557670468	77.4701255277655
PPP1R12A	1	1	91.3365677838159	1	101.353257140177	94.8448401706763	1	1
PPP1R15A	1	1	233.20325837685	146.618225424711	290.74373908852	266.955271869565	208.192851705086	1
PPP1R16A	68.4003548518603	1	1	1	1	1	1	1
PPP1R18	1	101.95928680077	168.899330059211	78.0018576782921	278.253516366716	229.726673880079	1	1
PPP1R1A	70.6564464725244	1	1	1	1	1	1	1
PPP1R2	1	1	109.107592247319	1	129.995655596135	98.5376031528006	78.2965482402526	1
PPP1R3B	66.8060667055754	1	1	1	1	1	1	1
PPP2R1A	1	1	1	1	83.0055927016261	1	1	1
PPP2R5C	1	73.4793858580393	385.624855564377	79.2610108171014	238.195147473175	484.908243005804	1	1
PPP3CA	1	1	1	1	88.0424020932828	1	1	1
PPP4C	1	1	75.7712852643322	73.2344886268361	91.610377768781	102.657628042515	1	63.2379946121422
PPT1	1	304.69362022713	1	148.596323786721	1	1	1	1
PQLC1	62.4609069640616	1	1	1	1	1	1	1
PRAP1	368.934631038064	1	1	1	1	1	1	1
PRCP	95.2759283733556	137.68682685562	1	1	1	1	1	1
PRDM1	1	1	109.837876347305	1	81.8523781238734	119.387635784693	1	102.572037913382
PRDM2	1	1	1	1	1	1	90.6847405581996	1
PRDX1	417.546734733089	439.567167094869	116.864289267334	175.925359908212	1	97.9595871838177	100.873186056817	310.097264168632
PRDX2	219.680934649588	1	98.8068263025848	1	1	1	1	220.609063784463
PRDX3	145.090211821133	89.9457766153394	1	90.3784635279708	1	1	1	85.1604155360849
PRDX4	185.161119748663	1	1	1	1	1	1	357.967455730195
PREB	1	1	1	1	1	1	1	66.918583991049
PRF1	1	1	223.334679454259	1	461.104568116289	1190.91485328339	1	1
PRG4	137.864611172982	1	1	1	1	1	1	1
PRKACB	1	1	1	1	90.3979048761767	1	1	1
PRKAR1A	1	185.799134708383	78.0467148481606	104.701066327718	120.511130208499	75.9273718347008	63.3700974492573	1
PRKCB	1	281.088598630638	1	73.7888749095267	72.6443058066672	98.607636552838	169.660754072327	1
PRKCH	1	1	128.707252656835	1	151.92706980984	110.005238844443	1	1
PRKCSH	1	1	1	1	70.9298035398388	1	1	1
PRMT1	1	1	1	1	1	1	1	115.370277205318
PRMT2	1	102.737902641115	132.761114142328	103.129355414219	137.181592501605	263.895926352152	1	1
PRMT9	1	1	1	1	123.326159940516	1	1	1
PRNP	1	283.253318278436	1	1	1	1	1	1
PROC	169.446455238968	1	1	1	1	1	1	1
PROS1	116.809628990256	1	1	1	1	1	1	1
PROX1	105.390069022914	1	1	1	1	1	1	1
PRPF4B	1	1	1	1	85.4729888368197	1	1	1
PRR13	57.6272706716034	302.227543278096	192.48699894084	212.272309794492	144.725164124119	193.860812220189	67.3103752268712	1
PRSS23	269.014784441075	1	1	1	1	112.510325829616	1	1
PSAP	301.441034358596	2880.07923252195	101.211763085932	1753.42797338057	125.58405607208	163.187190688308	130.277939085373	196.634849231633
PSMA1	1	1	98.6324347495652	93.6008289857603	132.524123077727	136.230734267989	1	85.1137946594979
PSMA3	1	1	1	1	1	1	1	107.183723444935
PSMA3.AS1	1	1	87.2702092426227	1	118.782788360789	79.8651362812213	1	1
PSMA5	1	1	76.5681382289663	1	94.3133949179528	107.240797432264	1	99.2869837225647
PSMB10	1	1	82.847231430755	1	97.539805138953	97.445966631088	1	1
PSMB2	60.110593930497	1	1	1	86.2183736866663	81.7390546190447	1	149.975141951663
PSMB3	99.8028348151616	1	113.557642659843	121.553380321598	142.954115577096	153.057574640679	1	193.94038939684
PSMB4	61.4166214004004	1	1	76.5917071379377	79.5181534833372	1	1	89.8275814379235
PSMB5	61.7022162272039	1	1	1	1	1	1	1
PSMB6	85.7897251489206	1	72.6066608903069	77.2328150166756	78.2277959363106	1	1	211.320589491345
PSMB7	101.797526585813	1	79.3566522608452	80.8333036180314	104.825443616066	109.509701341834	1	143.688846941905
PSMB8	1	1	160.002683899103	96.6463481319227	179.038473656647	233.559855945167	1	150.146407941521
PSMB8.AS1	1	1	82.7825816340684	1	94.5454955885721	134.054179556057	1	1
PSMB9	1	1	262.37446471981	82.2900340246408	214.259219728091	321.667287720302	91.9761017036208	119.577517810179
PSMC1	78.4591605007777	1	1	1	72.1006019595746	1	1	94.6295654397897
PSMC3	53.5426071448179	1	1	1	73.227849534894	1	1	74.5528819142068
PSMC5	1	1	95.9826703779895	1	95.3367156765434	98.1733871184636	1	83.3953606642937
PSMD13	1	1	1	1	77.5639617189904	1	1	1
PSMD14	1	1	1	1	1	1	1	113.06710933411
PSMD4	1	1	80.5204045919237	1	82.1961853720244	87.8470923173681	80.6537235337926	68.1215241335912
PSMD5.AS1	1	1	89.891975792458	1	89.4202414804788	77.2811358423623	98.1035102721561	1
PSMD7	1	1	1	1	1	1	1	103.025159162145
PSMD8	1	1	102.233802252281	1	123.281251313501	114.056724537296	1	158.451114387367
PSME2	91.8836455159468	1	131.405743004628	102.263438575561	158.357044359648	209.135099007659	1	402.045316383559
PSMG2	1	1	1	77.6296198950388	1	89.317627569289	1	1
PTBP3	1	1	1	69.7564421961142	1	1	1	1
PTEN	1	142.288569904504	1	128.468916039315	1	1	1	1
PTGDR	1	1	1	1	139.483296705216	93.6824130181113	1	1
PTGDS	1	1	1	1	1	824.447073556013	1	1
PTGER2	1	1	92.2298795597531	1	83.2765533455383	104.526769017555	1	1
PTGR1	310.500052893762	1	1	1	1	1	1	1
PTMS	328.857631063676	1	1	1	1	1	1	1
PTP4A1	206.280911704638	1	1	1	1	1	1	1
PTPN12	1	1	1	1	106.326950489916	1	1	1
PTPN2	1	1	66.7116582801865	1	127.509812869085	86.447222267348	1	57.1561987752423
PTPN22	1	1	1	1	87.4355196185417	1	1	1
PTPN4	1	1	93.3311115840316	1	126.936044962845	102.917760429677	1	1
PTPN6	1	1	102.338521414535	102.943860249843	81.1288300129505	147.696768034741	93.8607827675104	1
PTPN7	1	1	155.167659351639	1	108.40090142447	108.644929523367	1	1
PTPRB	153.98803017003	1	1	1	1	1	1	1
PTPRC	1	173.09240433845	452.564495168205	261.625067066017	374.20469329036	454.832057150711	155.802921190808	1
PTPRE	1	1	1	172.083047673185	1	1	1	1
PTRHD1	1	1	1	81.7065913915202	1	1	1	1
PTTG1	1	1	1	1	1	1	1	177.830414459503
PUF60	1	1	1	1	1	79.0223486860976	1	1
PXMP2	198.232934665094	1	1	1	1	1	1	1
PYCARD	1	262.968979397949	75.1303113481456	446.335651642643	71.6749741978996	70.8244562243619	1	1
PYHIN1	1	1	142.239203308864	1	158.14954345835	234.295113775646	1	1
PYURF	55.9438684942155	1	96.6727883597388	66.0871918903605	92.5452775515593	78.3004844537089	1	1
QARS	1	1	1	83.6061618816556	71.1217154964749	1	1	1
QDPR	108.499437041298	1	1	1	1	1	1	1
QKI	1	175.229618225317	1	120.09614101604	1	1	1	1
QPRT	119.498748675999	1	1	1	1	1	1	1
RAB10	1	141.252087734554	1	80.3093907994431	1	1	1	1
RAB11A	81.3989552358855	1	1	1	1	1	1	1
RAB11B	1	1	1	1	67.1629180499022	1	1	1
RAB11FIP1	1	1	1	1	105.862138805914	1	1	1
RAB13	71.5636475755262	1	1	91.9340692066928	1	1	1	1
RAB1A	76.143954472758	88.9741566660353	1	80.1806673690671	1	1	1	55.5487395622598
RAB20	1	125.248490157344	1	1	1	1	1	1
RAB27A	1	1	70.2290181764632	1	93.8955372549557	1	1	1
RAB2A	103.066382282804	1	1	1	87.9710447409297	69.4320917962204	1	62.7421492180739
RAB31	1	288.016248836409	1	145.73406249847	1	1	1	1
RAB32	1	305.018511248777	1	94.0257122203245	1	1	1	1
RAB5C	1	140.063964936369	79.4204897196543	123.653336989487	83.7802240195674	92.592209679152	1	1
RAB7A	65.9583420393763	174.077428733037	78.7191397196681	127.267490621879	110.850394633751	98.2801687181317	1	1
RAB8B	1	1	1	1	73.3749788519735	1	1	1
RABAC1	117.75087567689	1	128.516068199556	107.538655842007	99.789913512341	134.609182813015	120.155820657516	443.303771816916
RABGAP1L	1	1	1	1	88.7022558165596	1	1	1
RAC1	286.579382905808	807.030025054017	129.866530239618	546.953504411459	150.042522056782	206.2243649113	135.16720387138	126.118083638979
RAC2	1	1	371.28303010959	72.2328656070477	571.585013439697	624.769325785142	186.893630383176	190.717713906537
RAD21	1	1	1	1	76.046895062671	130.136900265227	1	1
RAD23A	1	1	78.339596359413	1	96.390873760798	81.9002539054964	86.8030323892369	1
RAD23B	77.4048780551202	1	1	1	1	1	1	1
RALBP1	1	1	1	1	85.8111487982255	1	1	1
RALGPS2	1	1	1	1	1	1	119.365174476711	1
RALY	1	1	80.2178281550697	1	117.627012477156	157.541769802462	1	92.0359643886675
RAMP3	242.825891485109	1	1	1	1	1	1	1
RAN	79.4341131832083	98.5517820570648	204.406403995768	99.5404865120151	196.11072068685	286.595575250781	142.111803996615	610.820148007212
RANBP1	63.8048709446214	1	81.5190571134945	1	81.5384359913172	121.752364006981	1	248.040554085543
RAP1A	1	223.610020786725	105.299874262524	140.445002104937	119.660376505815	97.6528934592724	1	1
RAP1B	1	1	124.959290950192	1	143.08372567799	255.384738992441	1	1
RAP1GDS1	1	1	1	1	70.2036475373885	1	1	1
RAP2B	1	131.956907147368	1	94.3727213202298	1	1	1	1
RARRES2	1089.5676082974	1	1	1	1	1	1	1
