NAME	CD8+ Cells	Tregs	Non-immune cluster	Nk Cells	CD4+ Cells	B Cells	Myeloid	Mast Cells
QPCT	1	1	1	1	1	256.982026866178	1	1
QPRT	1	1	1	1	1	166.999955311802	1	1
RAB10	1	197.744229014529	1	1	1	168.332981951213	252.583235737557	1
RAB11FIP1	1	311.394745770494	1	286.507096540609	1	146.913793807934	223.569604629132	1
RAB13	1	1	465.32653616609	1	1	1	1	1
RAB14	1	192.43366244671	1	1	1	1	1	1
RAB18	1	151.641157436185	1	1	193.976159724692	190.089363545407	1	1
RAB20	1	1	1	1	1	1	191.947522112247	1
RAB21	1	1	1	1	1	1	172.804809626337	1
RAB27A	305.676939217676	1	1	224.984344631364	224.812040712208	1	1	1
RAB30	1	1	1	1	1	399.318881322503	1	1
RAB31	1	1	1	1	1	1	232.777631610145	1
RAB5A	1	202.110964421386	1	1	1	1	148.135603394249	489.276441997267
RAB5C	1	279.850999954352	394.658215046036	1	238.772775362716	124.231894445075	339.962867479891	1
RAB6A	1	1	1	1	1	171.046848096682	1	1
RAB8B	1	205.889476805947	1	269.608320215788	1	1	148.038090041571	218.88312485352
RAB9A	1	277.514770799045	1	1	1	199.956666763037	1	223.734795829462
RABGGTB	1	1	1	1	1	223.556718628526	1	320.51808795443
RAC1	1	1	315.36724549426	1	1	1	277.482143561011	1
RAD21	210.864972570359	199.145712255053	1	1	202.590723653552	1	1	154.301046205401
RAD9A	1	1	1	1	1	163.654473408576	1	1
RAE1	1	1	1	1	1	1	1	214.337827492994
RALA	1	1	1	1	1	1	185.712393595848	429.160023953624
RALGAPA1	254.152667392371	1	1	314.92694836051	1	1	1	1
RALGPS2	1	1	1	1	1	211.485499818534	1	1
RALY	1	1	1	1	1	343.0508554277	1	1
RAMP2	1	1	659.820564052189	1	1	1	1	1
RAMP3	1	1	432.278247473223	1	1	1	1	1
RANBP1	237.672079386046	226.51039016717	1	1	1	222.185636031926	1	1
RANBP2	245.918242193331	1	1	1	1	129.385347406637	185.34712410426	1
RAP1B	376.959801582504	355.835095409965	1	502.724523949885	358.774348972976	323.293491445391	263.977888794413	1
RAP2B	1	1	1	1	1	1	170.663242299436	1
RAPGEF1	1	1	1	1	1	217.400124558311	1	1
RARA	1	1	1	1	1	1	1	234.456284789099
RARRES2	1	1	1675.49493694019	1	1	1	1	1
RASAL3	1	1	1	1	1	1	1	154.301046205401
RASGEF1B	1	1	1	252.169429617147	1	1	402.949951292789	154.301046205401
RASGRP1	255.792909663112	307.263592036266	1	1	1	1	1	1
RASSF4	1	1	1	1	1	1	196.426627151345	1
RB1	1	1	1	1	1	1	156.927515539475	1
RBBP4	1	1	1	1	1	153.536848302078	180.14584291985	1
RBCK1	1	261.444289367426	233.161428591223	1	199.394195647185	257.105470100832	142.17997067215	1
RBL2	1	1	1	1	202.211498106695	1	1	1
RBM17	1	1	1	1	1	196.422298520517	1	1
RBM23	1	177.569241389626	1	1	1	1	158.008787691545	1
RBM33	1	1	1	1	1	178.595738463584	1	1
RBM47	1	1	1	1	1	1	171.471100442059	1
RBM5	220.075005813573	174.266519305656	1	1	1	1	1	1
RBM6	1	1	1	1	1	331.8896656895	1	1
RBMS1	1	1	1	1	252.324309062747	1	1	1
RBP4	1	1	2368.91733365645	1	1	1	1	1
RBP7	1	1	608.144017912047	1	1	1	1	1
RBPJ	309.34906604253	461.631624544234	1	1	387.311912807143	153.319686067029	268.499412423735	1
RDX	1	1	415.835416221494	1	1	1	1	429.160023953624
RENBP	1	1	1	1	1	1	1	355.525445503513
RFC1	1	1	1	1	1	211.358713961249	1	1
RFC2	1	1	1	1	1	1	1	214.337827492994
RGCC	660.283364352947	237.8315059374	1	1	319.020582475392	263.699879982933	234.670935156928	1
RGS10	295.838327818229	435.230898206222	1	1	374.66525266072	1	666.470361226854	397.192624378905
RGS13	1	1	1	1	1	1	1	784.151977864638
RGS3	1	1	1	1	1	1	1	219.533646570117
RHBDD2	255.779333641867	459.946341218876	1	1	218.12905693093	1	1	397.192624378905
RHOB	1	1	659.051947926434	1	1	217.753251672663	354.566856119859	1
RHOF	283.471965924095	201.953220924981	1	277.28491670535	280.395258445712	1	1	1
RHOH	801.39299246705	733.152544793131	1	390.927325504803	552.196463156782	323.231345706564	1	701.095200987432
RILPL2	249.451482323993	152.085538433053	1	1	220.52263530017	1	474.092141668309	154.301046205401
RIPK2	1	1	1	1	191.270561458262	1	181.461644688787	1
RNASE1	1	1	666.223950810628	1	1	1	612.569562701458	1
RNASE6	1	1	1	1	1	208.697707482971	466.006402352597	1
RNASEH2B	1	1	1	1	1	143.142330772931	1	1
RNASEH2C	1	1	283.33866999697	259.62325122441	1	324.370861325624	199.42909070453	1
RNASET2	217.829695292422	214.117634867083	1	1	226.082855458599	468.440400697864	626.215405639203	1
RNF113A	1	1	1	1	1	152.814831842955	1	1
RNF114	279.269925302923	202.209585982841	1	1	1	196.790883752217	211.063549942805	234.456284789099
RNF125	282.585019562782	1	1	321.682434912353	242.766111565641	1	1	1
RNF13	1	1	1	1	1	1	291.908223559222	1
RNF130	1	1	1	1	1	1	207.600022670264	572.559928468752
RNF144B	1	1	1	1	1	1	305.358585119872	1
RNF149	1	1	1	1	1	211.126744083402	227.136150173793	1
RNF167	1	214.227954667494	1	1	191.491635190653	1	1	1
RNF168	1	1	1	245.654111592096	1	1	1	1
RNF19A	648.073319646857	406.400891760482	1	332.464818313613	388.314208643398	205.289191953608	1	1
RNF5	1	1	242.691840337003	1	1	123.463945926246	1	1
RNH1	1	207.076931188041	260.291722124502	1	211.046376892447	183.740921603961	414.661267097776	1
RNPC3	1	1	1	1	1	1	1	214.337827492994
RNPS1	255.862162171078	213.437438231038	1	261.397538289624	219.537124483033	177.528747868809	139.109247957723	1
RORA	512.021081495746	649.020921138817	1	682.162327070924	726.726114582081	288.758745320857	1	1
RP1.313I6.12	1	1	1	1	208.797310896324	165.100063845955	1	1
RP11.1143G9.4	1	1	1	1	1	1	719.228062524492	1
RP11.138A9.1	445.922407445614	434.270364935876	1	467.502815198704	589.590604184035	695.260696633383	266.808399832532	1
RP11.138A9.2	728.056599383797	458.441548787232	1	684.31891075339	877.593341751961	847.045888930881	287.096850190042	1
RP11.16E12.2	1	1	1	1	1	198.836249912699	1	1
RP11.347P5.1	547.859812450227	481.192536696442	1	492.806580363798	655.755434975231	193.860067969943	216.65499287372	1
RP11.354E11.2	1	1	1	1	1	1	1	894.559574168498
RP11.386I14.4	1	1	1	1	1	167.110723447705	1	1
RP11.51J9.5	336.035343335143	140.019286201475	1	1	400.130913602598	1	1	1
RP11.620J15.3	1	1	1	1	1	1	1	291.225770174852
RP11.81H14.2	1	1	1	1	1	276.095475600424	1	1
RP5.1171I10.5	302.789579533038	275.415618846475	1	571.736168506821	336.160259959486	168.829719346752	391.977694020599	1
RPA2	1	1	1	225.075309841242	1	1	1	1
RPAIN	1	1	1	1	1	1	1	214.337827492994
RPIA	1	1	1	1	1	1	1	77.6265097809267
RPL7L1	249.409361504549	258.896897340031	1	214.359831587899	230.808981161097	1	1	1
RPN1	1	1	1	1	1	332.035029333153	152.709746500855	1
RPS6KB2	1	1	1	1	1	175.310307026628	1	1
RRBP1	1	1	463.981533333954	1	1	778.048898064813	1	157.829223016473
RSBN1	226.865581909275	232.508960834407	1	1	241.181191075642	1	1	1
RSBN1L	1	186.804729355131	1	1	1	340.849427881098	1	1
RSF1	1	203.967575247869	1	1	1	269.771752721436	1	502.286117565518
RTKN2	1	317.712655076817	1	1	1	1	1	1
RUNX3	456.645547642376	246.493473855474	1	457.598260803585	350.986380259441	126.642111253323	168.581803405881	1
S100A13	1	1	551.040611691367	1	1	1	1	1
S100A16	1	1	636.324535878388	1	1	1	1	1
S100A8	1	1	1	1	1	1	513.735650221338	1
S100A9	1	1	1	1	1	1	790.67098152694	1
S1PR4	1	150.900834373476	1	269.306894994044	218.759549206087	1	1	1
SAFB2	246.845740177193	226.070675243458	1	1	1	1	1	1
SAMD3	1	1	1	235.881681947729	1	1	1	1
SAMD9	1	215.236507656227	1	1	1	1	1	1
SAMHD1	1	155.540923724064	1	1	1	1	321.695563803928	1
SAP30BP	1	1	1	1	1	138.495626713735	1	1
SAR1B	1	182.378752478767	1	1	1	542.759922592946	1	161.202090084977
SC5D	240.824917582598	300.329631980587	1	1	335.145248006014	1	1	1
SCAND1	1	245.918803936311	1	285.204174010641	210.622736442405	194.253696326288	164.779581738871	1
SCFD1	1	1	1	1	1	209.107923981593	1	1
SCNM1	1	1	1	1	1	1	149.073938016397	73.8445488567055
SDC1	1	1	1	1	1	227.630170887003	1	1
SDF2	1	231.43182337345	1	1	1	1	1	1
SDF2L1	1	1	1	1	1	846.082172795884	1	1
SDHA	1	173.541409984605	1	1	1	183.764469532363	1	1
SDHAF2	1	199.653436300184	1	1	1	1	1	1
SDPR	1	1	396.26713187305	1	1	1	1	675.667603489109
SDS	1	1	1	1	1	1	270.115818249852	1
SEC13	1	1	1	1	1	231.861642478291	1	1
SEC14L1	1	1	451.402898208737	1	1	419.038135055146	1	1
SEC22B	1	1	1	1	1	238.439339526099	1	201.497616444538
SEC22C	1	1	1	1	1	1	1	151.784405639544
SEC24D	1	1	1	1	1	138.724206426865	1	1
SEC31A	1	1	1	1	1	140.743944556511	1	219.388020441612
SEC61A1	1	1	1	1	1	324.278670588563	1	1
SEC63	1	1	1	1	1	223.575856203064	1	593.259862003995
SEL1L	1	1	1	1	1	479.066093356712	1	1
SEL1L3	1	1	1	1	1	295.479380686253	1	1
SELL	1	224.887161535648	1	1	1	1	1	1
SELM	1	196.201200343344	481.143569752779	1	1	686.498663464331	1	1
SEPP1	1	1	1729.648206302	1	1	1	756.994735051243	1
SEPT1	251.8837559333	317.312142992711	1	235.002932782543	282.036240642984	132.237873782487	1	1
SEPT6	282.237151999859	342.149649764833	1	295.342650709271	384.899169247735	216.267664060895	201.774621801076	1
SEPT9	268.621016923883	228.35717389045	1	1	286.533825368795	135.913237801467	1	1
SERINC1	1	192.131128328596	1	1	1	179.870201056849	155.858720760714	1
SERPINA1	1	1	2359.60104909779	1	1	1	604.835832456577	1
SERPINA6	1	1	332.804905281697	1	1	1	1	1
SERPINB1	1	1	224.508213986212	271.658899816153	1	1	340.274218215033	864.177739970057
SERPINC1	1	1	586.288998668682	1	1	1	1	1
SERPINF1	1	1	477.250964339544	1	1	1	1	1
SERPING1	1	1	640.08736246896	1	1	1	191.095522554392	1
SERPINH1	1	1	341.664240715952	1	1	1	1	1
SFPQ	280.591323478494	1	293.298348807452	262.352175412709	209.471829061085	138.955328877882	257.427539951514	1
SFXN4	1	1	1	1	1	1	1	154.301046205401
SGK1	1	1	249.460185429837	1	1	193.625689472276	624.75049510551	1025.73685046693
SGSM3	1	1	1	1	1	1	1	241.278040815109
SH2B3	1	1	1	1	1	1	160.71703681203	1
SH2D1A	523.627817790183	282.943950376281	1	297.110201336796	335.095265185651	112.66988241763	1	1
SH2D2A	289.97022622269	268.280298650671	1	523.884585476871	253.297789429179	1	1	1
SH3GLB1	1	245.294080655429	1	1	1	261.043004689569	142.845192646022	1
SH3KBP1	301.277267219156	400.711523688352	1	1	261.244349872793	1	1	275.48484198728
SHISA5	1	1	227.88822609388	1	1	1	1	1
SHKBP1	1	1	1	1	1	1	131.745381169788	1
SHMT2	1	1	1	1	1	160.725649245117	1	1
SIGIRR	1	1	1	224.593996391315	1	1	1	219.533646570117
SIL1	1	1	1	1	1	514.948953849079	1	1
SIRPG	1	235.387490906641	1	1	1	1	1	1
SIT1	1	209.014773958731	1	1	185.836784895715	1	1	1
SKAP1	205.433190022703	318.867715786728	1	230.072064431845	248.788721218144	1	1	1
SKAP2	1	1	1	1	1	1	285.659542358533	1
SKIL	1	1	1	398.758382759255	278.624108397786	183.264169213692	272.929788758047	503.287347198659
SLA	689.572121787667	402.740982174236	1	423.535043657941	430.723061222442	130.807905314508	186.067780416995	1
SLAMF1	1	194.958670489706	1	1	1	1	1	1
SLAMF7	1	1	1	1	1	362.050771192739	1	1
SLC16A3	1	1	1	1	1	1	183.452734465465	200.900783619616
SLC18A2	1	1	1	1	1	1	1	899.314418566065
SLC20A1	1	1	1	1	1	1	169.151253987512	1
SLC25A26	1	178.619275190995	1	1	1	1	1	1
SLC25A39	1	1	1	1	1	156.379386984135	1	1
SLC25A4	1	1	1	1	1	168.931409960594	1	1
SLC25A45	1	1	1	1	1	140.529293138676	1	1
SLC26A2	1	1	1	1	1	1	1	231.908157783616
SLC31A2	1	1	1	1	1	1	146.824984468231	1
SLC35B1	1	1	1	1	1	288.513586634795	1	1
SLC38A1	409.229252506009	290.128559866256	1	413.183747258981	371.465556021692	185.437376963565	1	1
SLC38A10	1	1	1	1	1	178.313178799932	1	1
SLC38A5	1	1	1	1	1	173.100287928738	1	1
SLC40A1	1	1	1	1	1	1	342.371694965268	1
SLC5A3	1	1	1	1	1	160.87762772204	1	1
SLC7A7	1	1	1	1	1	1	160.378067080844	1
SLC9A3R2	1	1	651.99066113168	1	1	1	1	1
SLC9A9	1	1	1	1	1	1	1	248.741984068799
SLCO2B1	1	1	1	1	1	1	1	81.0759507301319
SLFN5	1	201.059777159289	1	1	205.634588108775	1	1	1
SLPI	1	1	484.732745754243	1	1	1	1	1
SLTM	281.402732494749	287.690257168506	1	299.019057482865	289.215286625832	182.506455904096	166.206583260413	1
SMAP1	1	217.917309371591	1	1	1	1	1	1
SMAP2	483.224375944255	350.639975521629	1	282.979807680839	397.227919673211	307.607389791751	341.590258221498	1
SMARCA5	1	1	1	1	1	1	1	475.841131425469
SMARCE1	1	240.84388522795	1	1	1	154.146835727536	1	1
SMC4	1	164.136108850016	1	1	1	1	1	1
SMCHD1	327.280446324672	247.596952374222	1	1	260.064251434802	260.283926938999	1	1
SMCO4	1	1	1	1	1	1	188.186893923767	1
SMS	1	297.09138835882	1	1	1	1	341.601791271177	1
SMYD3	1	1	1	1	1	1	1	683.112859753528
SNHG15	201.051601547839	196.617550905811	1	1	1	146.693781949426	182.687160332156	1
SNHG9	1	1	1	1	1	191.472337918465	1	1
SNRNP27	1	1	1	1	1	1	1	419.258882263351
SNRNP40	1	1	1	1	1	1	1	320.51808795443
SNRPN	336.84828782756	328.058122901561	1	267.223605014673	363.183647114574	346.329547148694	1	223.734795829462
SNW1	203.219022632031	181.827103777219	1	1	1	1	1	67.832538814846
SNX10	1	1	1	1	1	1	234.417231337218	1
SNX17	1	174.786525370114	1	1	1	139.30107624669	1	1
SNX2	1	1	1	1	1	1	198.870848019802	143.061983247517
SNX5	1	184.355601325199	1	1	1	1	166.073956596164	218.88312485352
SNX6	216.858826165835	209.718264140172	1	1	220.376929092698	1	291.019494376658	75.4111891500964
SOAT1	1	1	1	1	1	1	1	214.337827492994
SOCS3	1	1	476.969473954893	1	1	1	188.913095189782	1
SOD2	1	1	529.356101528726	1	228.810076888824	116.331619435171	1111.12878608672	157.829223016473
SORBS2	1	1	310.908026267569	1	1	1	1	1
SOX4	1	1	318.720720049147	1	1	1	1	427.611272920719
SPAG4	1	1	1	1	1	480.069013626491	1	1
SPARC	1	1	1005.04538695888	1	1	1	1	1
SPARCL1	1	1	1435.47522297269	1	1	1	1	1
SPATA13	1	1	1	1	1	1	1	248.741984068799
SPATS2	1	1	1	1	1	303.960793097455	1	1
SPG21	1	1	1	1	1	1	189.519995324584	1
SPINK1	1	1	899.42839031804	1	1	1	1	1
SPINT2	1	1	1	1	1	301.723032851994	148.025719112178	442.242065234168
SPN	1	174.072083571789	1	260.167772394307	1	1	1	1
SPOCK2	406.631743807016	788.290058407789	1	349.699229149746	543.184035489652	1	1	1
SPON2	1	1	1	493.044209522677	1	1	1	1
SPP1	1	1	1	1	1	1	750.875780434518	1
SPRY1	1	1	1035.02564311977	1	1	1	1	1
SPSB3	1	233.377151437406	1	1	181.741797297384	160.674121115981	1	154.301046205401
SPTBN1	1	1	399.498199790996	1	1	1	1	1
SPTSSA	1	1	376.974785131852	1	1	96.967117688284	1	1
SPTY2D1	1	1	1	1	1	215.067427384297	1	1
SQRDL	1	141.863357375679	1	1	1	1	148.670792605297	1
SREK1IP1	1	1	250.049755259602	1	1	1	1	1
SRP19	227.932693879101	283.791597493	1	220.545849928274	1	234.180698250668	1	610.530451871899
SRP54	1	1	1	1	1	288.979556524326	1	1
SRP72	1	1	1	1	1	321.798964518709	208.102068663163	1
SRPRA	1	1	1	1	1	169.034122991391	1	1
SRPRB	1	1	1	1	1	432.087588169541	1	1
SRRT	266.471441844576	1	1	1	1	1	1	1
SRSF6	227.120006343161	187.117842644805	1	1	1	1	201.956647493557	1
SS18L2	307.81556420351	321.154441514629	1	272.481168442534	296.000017481683	178.937406980766	1	1
SSNA1	1	154.879190419757	1	1	1	189.405270166036	1	1
SSR1	1	1	257.159416371326	1	225.833288176889	441.74027392536	263.3773027798	235.470092065113
SSSCA1	1	1	1	1	1	290.105585807106	1	1
ST6GAL1	1	1	1	1	1	251.462752168883	1	1
ST6GALNAC4	1	1	1	1	1	214.463602499072	1	1
STAT4	365.531676935196	253.758994810546	1	540.337599579882	398.50814198589	122.038763509643	1	1
STAU1	205.397946798974	1	226.920941157096	1	1	203.199287663453	1	1
STC1	1	1	924.103822679526	1	1	1	1	1
STIP1	1	206.720498009583	1	211.17755004867	1	1	1	1
STK17A	275.137244823453	1	1	1	1	1	1	1
STMN1	1	1	460.593044641094	259.803928555377	1	1	292.910568156346	784.151977864638
STOM	232.310829193206	1	628.665620938574	236.952612499684	1	1	133.915275193013	1
STRA13	1	1	341.714709319802	1	1	182.736580340282	1	1
STRAP	282.847164868131	266.804348257602	1	340.010136031161	276.000651262586	175.258165486152	196.36746884219	1
STX11	228.788661480775	1	1	1	1	228.776558122161	232.453888588053	1
STX4	1	1	1	1	1	1	175.144270095994	214.337827492994
STX5	1	161.810237384553	1	1	1	164.835551199735	1	329.236844294666
STX7	1	1	1	1	1	1	183.869384957583	1
STX8	1	1	1	1	1	1	1	143.061983247517
STXBP2	1	1	1	1	1	1	215.859912679149	320.51808795443
SUCO	1	1	1	1	1	1	1	316.314192561404
SUGT1	1	1	1	1	1	164.289763692447	1	1
SUMF2	1	1	1	1	1	199.890497341847	1	1
SUMO3	1	256.408265756615	1	1	1	237.022440351273	246.970429572954	1
SUPT5H	1	1	1	1	1	209.848662107506	1	1
SURF1	1	1	1	1	1	147.531408964767	1	1
SURF4	194.846934665287	1	1	1	1	255.588580167521	1	1
SWAP70	1	1	1	1	1	1	1	270.888421555655
SYNCRIP	1	1	1	1	1	1	164.465214116576	154.301046205401
SYNGR1	1	1	1	1	1	184.016103324478	1	1
SYPL1	1	1	336.259074412612	1	1	1	1	599.427173327959
SYTL3	765.831038217974	409.408457084885	1	1023.36689572781	585.700660620535	179.594035906801	1	365.481526188908
TACC1	1	1	564.505412900401	1	1	1	205.680232718484	1
TAF11	1	1	1	1	1	1	1	286.26351868849
TAF15	1	1	1	1	1	1	1	367.638873698396
TAF9	1	213.172051957044	1	1	1	215.57677227092	1	1
TAGAP	305.80573161844	182.647161328128	1	221.15757681753	337.719595224335	382.569786547524	1	1
TAGLN	1	1	420.77065300708	1	1	1	1	1
TAOK3	215.385484624904	196.001369253436	1	267.762506667419	229.375158897762	1	258.009488398733	1
TAPBPL	1	1	1	1	1	359.280059131834	1	1
TBC1D10C	1	284.944568412456	1	208.941942306394	264.241184966302	1	1	1
TBC1D4	1	502.228655184779	1	1	1	1	1	1
TBCC	300.022979283801	244.420970120758	1	260.351537477909	264.314124269366	264.483566335551	1	1
TBPL1	1	220.398010348393	1	1	1	1	1	1
TC2N	1	1	1	1	229.53362716798	1	1	1
TCEAL1	1	1	1	1	1	1	1	218.598061890345
TCEAL8	1	1	1	1	1	1	1	419.258882263351
TCF4	1	1	805.358271372161	1	1	184.266703690209	230.698816908198	1
TCF7	1	1	1	1	178.881210322686	1	1	1
TCTEX1D1	1	1	1	1	1	1	1	279.057480974654
TDG	1	209.134441208783	1	1	1	1	1	219.388020441612
TDO2	1	1	303.326092750872	1	1	1	1	1
TERF2IP	466.082179802667	280.417707550909	1	1	1	196.630410825799	1	1
TES	1	1	1	240.559212904835	1	1	160.519257148414	79.1566973550377
TF	1	1	1188.69598633125	1	1	1	1	1
TFF3	1	1	547.827392828687	1	1	1	1	1
TFG	1	1	1	1	1	185.830780177808	1	1
TFPI	1	1	376.167959945334	1	1	1	1	1
TGFBI	1	1	1	1	1	1	249.171355120577	1
TGFBR2	1	1	474.705348702689	1	1	1	1	1
TGIF1	273.798567775676	179.491814413801	1	1	230.403831634607	1	233.274041834757	1
TGM2	1	1	306.627303154865	1	1	1	1	1
TGOLN2	205.215253736371	203.304409246394	1	1	1	139.93481010985	224.260765987994	1
TGS1	1	1	1	1	1	1	1	214.337827492994
THEMIS2	1	1	1	1	1	202.45121926221	303.777638759156	1
THOC2	1	1	1	1	1	136.861806015627	1	154.301046205401
THOC7	1	1	1	1	1	1	1	355.726859570535
THUMPD1	1	1	1	1	1	1	1	154.301046205401
THUMPD3.AS1	222.283157106648	268.742380822991	1	441.962536726767	319.517302155742	130.728731787652	281.080758002539	514.152703280386
TIA1	1	1	1	1	1	1	1	248.741984068799
TIGIT	416.207027228785	815.669232321329	1	259.088771865408	1	131.682796204236	1	1
TIMM17B	1	1	1	1	1	211.828100681814	1	1
TIMM9	1	1	1	1	1	202.11856884804	1	1
TIMP2	1	1	1	1	1	1	159.154890505516	1
TIMP3	1	1	708.860781130927	1	1	1	1	1
TIPARP	239.681158967817	1	1	246.469202062348	227.197676223939	181.344521038794	1	230.87952934278
TIPRL	1	1	1	1	1	1	1	208.785780445069
TKT	1	1	1	1	1	1	323.605658386636	1
TLE4	1	1	1	1	272.949360138244	1	1	1
TLK1	1	239.351937607631	1	1	1	1	1	1
TLN1	1	217.998093579541	1	274.910969616072	1	1	201.204781704937	1
TM2D3	260.283208770044	212.191807484878	1	199.081897398767	252.838130987614	138.312937867527	1	1
TM4SF1	1	1	1429.44873604827	1	1	1	1	1
TM4SF4	1	1	547.374471141854	1	1	1	1	1
TM4SF5	1	1	389.511119375204	1	1	1	1	1
TM9SF2	1	1	1	1	1	203.799046200723	1	230.87952934278
TMED4	1	179.472693534307	1	1	1	488.415546935804	1	1
TMEM123	1	217.596955128823	279.285107614116	1	278.712212938692	144.515121394765	258.983135092398	1
TMEM134	1	177.339144665217	1	1	1	186.25312626799	1	1
TMEM141	1	1	344.48874639714	1	1	1	1	154.301046205401
TMEM14A	1	1	304.753836784726	1	1	1	1	1
TMEM156	1	1	1	1	1	349.340357053889	1	1
TMEM167A	1	255.134481507054	1	1	248.405874606698	353.206020602844	319.599307116017	1
TMEM173	1	268.243579393837	1	1	258.113556608972	1	1	1
TMEM176A	1	1	587.383099233236	1	1	1	221.49660845131	137.943894894581
TMEM176B	1	1	783.853997591314	1	1	1	401.258690349434	1
TMEM2	372.233013485599	197.661386367432	1	378.225656509855	263.026597699994	1	1	1
TMEM205	1	1	466.009091561749	1	1	371.207900984784	1	1
TMEM243	210.34501458837	152.785190713458	1	1	307.046584404968	273.281323378443	1	1
TMEM261	1	166.359267656141	1	1	1	1	1	583.414630095409
TMEM263	1	1	1	1	1	137.716364621885	1	1
TMEM50B	1	1	1	1	1	151.309250014477	1	1
TMEM70	1	1	1	1	1	142.205896196041	1	1
TMEM9	1	1	1	1	1	1	1	234.306317317281
TMF1	214.335788306165	190.411089967965	1	1	1	143.039828930031	1	154.301046205401
TMOD3	1	1	1	1	1	1	1	230.87952934278
TMX1	1	211.837305501535	1	1	1	114.600572495555	168.15938921116	1
TNFAIP2	1	1	1	1	1	1	256.822093505205	1
TNFAIP8	232.685741058162	258.943309431235	1	1	409.663109030743	1	198.994835318491	418.783908473136
TNFRSF14	1	198.612529487843	1	1	215.779290398009	1	213.640964961213	248.741984068799
TNFRSF17	1	1	1	1	1	551.247624314114	1	1
TNFRSF18	1	676.13085616025	1	1	1	204.622758418982	1	1
TNFRSF1B	277.521404503608	421.006205489718	1	250.004018709984	1	1	246.540223436447	1
TNFRSF4	1	1297.39769634775	1	1	1	1	1	230.87952934278
TNFRSF9	486.806795200712	572.978018771213	1	1	1	1	1	409.412275185701
TNFSF10	1	1	416.049388434125	1	1	1	1	533.855915447424
TNFSF13B	1	1	1	1	1	1	325.405425680665	1
TNFSF14	1	1	1	254.211285028071	1	1	1	1
TNIP1	1	204.110049992028	1	1	1	1	1	70.2174343908115
TNRC6A	1	1	1	1	1	150.277684214356	1	1
TOB1	325.973073319933	453.285677962285	1	245.485952863428	468.855096745184	1	176.027141053323	1
TOPORS	218.487608082021	1	1	1	1	1	1	230.927555986328
TOR3A	1	1	1	1	1	196.933169762949	1	1
TOX	1	158.468674345915	1	1	1	1	1	1
TOX4	1	1	1	219.268313704175	206.413348775576	129.666710196579	1	1
TP53INP1	1	1	1	1	1	396.375016062744	1	1
TPD52	1	1	1	1	1	488.345722218374	1	1
TPM1	1	1	399.445246166308	1	1	1	1	325.531722843208
TPP1	1	202.372037001248	1	1	1	1	426.839095836254	1
TPRKB	1	1	1	1	1	1	1	154.301046205401
TPSAB1	1	1	1	1	1	1	1	5974.84265201279
TPSB2	1	1	1	1	1	1	1	6801.50168528987
TPST2	1	1	1	1	1	440.858707075318	1	214.337827492994
TRABD	1	1	1	1	1	130.396432277752	1	1
TRAC	1496.54092231704	2277.44919279668	1	514.571485622603	1467.63414003229	270.910321200473	1	1
TRAF1	1	230.438572822162	1	1	1	1	1	657.221326848902
TRAF3IP3	216.540196509797	293.451598959994	1	252.547347682312	349.576668099336	187.912391737804	1	1
TRAPPC3	1	168.033884755367	1	1	1	335.479133072004	131.122984590821	1
TRAPPC4	239.218902930808	223.931710987312	1	256.601487292133	1	184.218353290814	1	1
TRAPPC6A	1	1	1	1	241.944033507335	197.592184398023	1	137.1374250619
TRAT1	617.623737048544	260.403881480324	1	1	581.768103628848	1	1	1
TRBC1	1163.59670281226	1144.08629423352	1	1120.03129155417	1013.83819743543	327.63295841441	1	1
TRBC2	1329.96682380974	1313.97729716264	1	604.864458709861	1250.10824808284	189.80175676627	1	1
TRDC	1	1	1	677.446136449215	1	1	1	1
TREM2	1	1	1	1	1	1	252.942204456937	1
TRGC1	1	1	1	494.647635331315	1	1	1	1
TRGC2	602.355033621453	1	1	542.439224362144	305.053445976227	131.73578971759	1	1
TRIB1	1	1	1	1	1	209.326307913876	1	1
TRIM22	207.089175780353	193.085134193838	1	1	263.699747809029	1	174.91614568093	1
TRNAU1AP	1	1	1	1	1	1	1	154.301046205401
TRNT1	1	1	1	1	1	1	1	248.741984068799
TSC22D1	1	1	842.684177752708	1	1	1	1	1305.06406698317
TSC22D4	1	178.137521728192	1	1	1	1	1	1
TSG101	1	1	1	1	1	1	1	248.741984068799
TSNAX	1	1	1	1	1	1	1	275.661278691947
TSPAN4	1	1	1	1	1	1	157.344348605505	1
TSPAN8	1	1	268.260531972523	1	1	1	1	1
TSPYL1	1	193.666817172334	1	271.295473713581	252.948202683897	1	1	146.117256848736
TSPYL2	435.047263191398	328.141596572412	1	304.677194756034	368.151138990802	116.918232680915	1	1
TTC1	1	200.268730190557	1	1	1	1	1	655.587163770919
TTC14	1	244.312626709415	1	260.749193171513	1	184.882564861513	1	1
TTC3	1	1	1	1	1	146.801727268403	1	1
TTPAL	1	1	1	1	1	180.130792353791	1	1
TTR	1	1	2058.78783207716	1	1	1	1	1
TUBA1C	1	1	1	1	1	1	165.564330775903	154.301046205401
TUBA4A	1389.06688049159	586.87762815936	1	973.93759366073	855.966546324815	603.623636934925	195.341743402189	1
TUSC2	1	1	1	1	1	218.659962485873	1	1
TWF2	1	1	1	1	1	1	165.866963611808	1
TWISTNB	1	1	1	267.370080966589	1	1	290.62209623809	515.878761030797
TXNDC11	1	1	1	1	1	173.405844355223	1	1
