NAME	Other	Kupffer cells	TM1	SAMs	T cells	cDC2	cDC1	B cells
RALY	1	1	1	1	1	1	212.244356848471	219.145565788503
RAP1A	1	1	299.340630144	255.415722263573	1	294.38496951743	317.784700799712	1
RAP1B	1	239.383537044788	273.992780628186	227.837121617174	1	1	1	1
RAP2B	1	354.447757968267	1	243.201802962702	1	1	1	1
RARRES2	312.308525001739	1	1	1	1	1	1	1
RARRES3	1	1	1	1	474.207876648308	1	1	1
RASGEF1B	1	268.335974964642	1	1	1	1	1	1
RASSF2	1	1	1	1	1	204.208491620283	231.731931627558	1
RASSF4	1	1	1	282.340128890483	1	1	1	1
RASSF5	1	1	313.495874050812	1	298.935867056737	264.70685018544	159.67801206392	1
RBBP6	1	1	1	1	1	1	135.341082987081	1
RBM17	1	1	1	1	1	1	148.637310269582	1
RBM25	1	1	1	259.017509584775	347.183299143173	217.927353653522	1	1
RBM39	338.187926078254	1	1	244.847155564448	457.052185885009	234.166357442179	1	1
RBM47	1	213.317959524434	1	1	1	1	280.753693514905	1
RBM8A	1	1	1	1	1	1	128.637198795634	1
RBMX	179.825955752255	1	1	1	1	1	1	1
RBP4	1123.44245901684	1	1	1	1	1	1	1
RBP7	1	244.356605204737	1	1	1	1	1	1
RBPJ	1	225.367676890937	247.340805268252	257.401066118599	352.058724741043	351.677779381369	259.05327614474	1
RBPMS	245.084068520613	1	1	1	1	1	1	1
RC3H1	1	1	1	1	1	1	243.698963749648	1
RCC2	1	1	1	1	1	205.118710135317	1	1
RCSD1	1	1	1	1	213.622894632559	1	1	1
RDX	277.654449775556	1	1	1	1	1	1	1
REEP5	267.239487263254	1	1	231.470141399843	1	1	170.974402730276	479.254563905511
REL	1	271.898791627444	543.296185172973	445.252142236983	456.431519731847	651.497688554165	283.555222646561	1
RGCC	1	1	1	226.968870984665	366.130526949888	469.291103110336	1195.50137403557	1
RGL1	1	614.986436667213	1	1	1	1	1	1
RGS1	1	1609.15566769995	442.693366905133	3680.49836679595	1463.02555453958	2727.59304701976	954.245432013613	1611.41360130838
RGS10	1	1	1	468.789282455677	1	529.18358963682	1009.33614980359	1
RGS5	981.869397373968	1	1	1	1	1	1	1
RHEB	1	1	1	1	1	1	100.740605283513	1
RHOB	874.617942205528	451.635572727493	359.023089744625	573.961536358006	1	452.638220226516	1	259.778416539608
RHOC	404.696656096577	1	1	1	1	1	1	1
RHOF	1	1	1	1	1	1	122.774102645886	1
RHOG	1	218.434274206327	356.421983857772	384.733711431856	1	296.745625900868	136.207955368082	1
RHOH	1	1	1	1	1	1	1	214.143141689847
RHOQ	1	1	1	186.613668385567	1	1	1	1
RILPL2	1	1	592.442688858431	1	1	344.014724629188	136.64396284128	1
RIN3	1	340.688113584612	1	283.381400991235	1	283.326943471348	192.570601693866	1
RNASE1	398.708056859055	1	1	414.490768745837	1	1	1	1
RNASE4	245.746025506342	1	1	1	1	1	1	1
RNASE6	1	1	1	267.101805513667	1	472.048369814301	404.306684578474	241.887453738164
RND3	1	291.439237947544	1	1	1	1	1	1
RNF13	1	1	1	222.49536537341	1	1	1	1
RNF130	173.394763792566	639.239990956199	432.677917174853	674.223037684959	1	572.467025354267	1	1
RNF144B	1	1	392.624663031965	1	1	238.061525049356	1	1
RNF149	1	333.814459093765	334.956798477847	238.857331252236	1	285.109380994932	314.8667533271	1
RNF157	1	1	1	1	230.603161302373	1	105.095241878309	341.263386909853
RNF213	1	1	1	1	450.226073209706	1	1	1
RNH1	1	1	1	249.499836578753	1	200.068490811349	297.15820242493	1
ROCK1	1	333.825732361293	459.229828795219	304.999922805499	270.015292764128	358.426490434725	231.46672278801	1
ROCK2	241.966324472558	1	1	1	1	1	1	1
ROMO1	333.127604069299	1	1	1	1	1	181.044632596977	307.534593542997
RORA	1	1	1	1	292.934564292383	1	1	1
RPL22L1	1	1	1	1	1	1	1	274.294806587365
RPL39L	1	1	1	1	1	1	127.847997619905	1
RPL7L1	175.456171289997	1	1	1	1	1	1	1
RPN1	1	1	1	1	1	1	1	309.279979859469
RPN2	275.600145211297	294.856806233868	1	234.00444240654	1	224.92324850175	1	717.841675258341
RPS27L	432.548282644686	248.831533583306	1	274.896425082549	1	1	226.813717855631	275.759760665534
RPS4Y1	1	1	1	1	388.995913175502	1	1	1
RPS6KA3	1	1	1	1	1	1	125.364525213434	1
RRBP1	274.200517941076	1	1	1	1	1	1	322.180945812394
RSL1D1	230.027116400464	276.517553679291	264.696369717717	279.346747690565	1	221.149976101074	1	1
RTN3	1	1	1	257.729173707064	1	1	1	159.626628561391
RTN4	553.956694497553	495.691188498083	398.363125968603	586.981244557459	1	406.823799135066	388.207628558653	1
RTRAF	203.742730894881	1	1	1	1	193.28646247357	1	179.871605228565
RUNX3	1	1	1	1	748.771128307775	1	1	1
S100A10	1179.12079133197	1	1298.33518456411	1025.77242626127	395.95366652758	795.663715595444	1851.3477700322	1
S100A11	914.488994390078	1088.74146917245	1512.06058491791	2205.56104599032	390.365463285282	1259.38770333834	418.499695840031	1
S100A16	293.47432020739	1	1	1	1	1	1	1
S100A4	1	1	1689.01526392112	949.378696012733	1439.76250996017	852.676361627788	1	1
S100A6	1715.22134461254	1	2404.00519082293	1586.6679335978	875.154594256765	1034.26756704278	554.813215411154	376.165712413524
S100A8	1	1	2122.13509859009	1	1	1	1	1
S100A9	1	1	2889.88126672522	1	1	1	1	1
S100B	1	1	1	1	1	1	319.371121363873	1
SAMHD1	1	919.576691541879	834.266667962362	738.395899450749	341.866913587633	936.002517270745	1115.17584007968	1
SAMSN1	1	1	572.187784817627	224.261113781749	1	219.228450400274	1	1
SAR1A	1	1	1	1	1	1	1	163.988455541073
SAR1B	1	1	1	1	1	1	1	215.866575154098
SBDS	317.250750890559	1	1	1	1	1	1	1
SCAMP2	1	229.790558061021	1	1	1	1	1	1
SCARB2	290.20358892912	530.681270480672	1	305.206343566021	1	1	1	268.388397107813
SCD	1	456.295306513786	1	332.721307802485	1	1	1	1
SCIMP	1	283.097734147885	1	1	1	1	1	1
SCO2	1	410.94600094298	552.685061043714	524.832462106784	1	306.980688909748	417.009957361129	1
SCP2	286.398822367791	1	1	1	1	1	1	1
SDAD1	1	1	1	1	1	1	200.728611955645	149.339141255094
SDC1	1	1	1	1	1	1	1	476.687841274248
SDC3	1	1133.33215752033	1	1	1	1	1	1
SDC4	201.034700762287	1	1	1	1	1	1	1
SDCBP	269.679190936056	385.149279694995	421.843626744573	562.78144155846	1	289.237858279178	1	1
SDF2L1	1	1	1	1	1	1	1	565.203684851742
SDF4	1	1	1	1	1	1	1	290.918226999792
SDHB	164.894631021624	1	1	193.656623610192	1	1	1	1
SDS	1	1	1	298.837040685564	1	1	1	1
SEC11A	227.560971454947	1	1	235.013562785262	1	271.770696854911	255.84664265335	1
SEC11C	1	1	1	1	1	1	1	2130.0723695897
SEC13	1	1	1	1	1	1	1	330.378699700855
SEC14L1	293.976171939447	1	228.11901406898	258.128841481582	1	234.559339512861	179.134933253652	550.569979930823
SEC31A	291.744544023325	1	1	1	1	1	168.917382100779	1
SEC61A1	1	1	1	1	1	1	1	201.865763474682
SEC61B	278.499536681421	1	1	230.94267145486	313.968753276698	250.790725638109	75.4603655547798	1150.97030292845
SEC61G	220.87705175342	1	1	1	1	1	1	667.869430900745
SEC62	489.523407305165	253.705148394755	1	187.662873998843	301.797463039114	1	1	682.743336894535
SEC63	1	1	1	1	1	1	1	208.727293718699
SECTM1	1	212.74260881173	260.710317676121	1	1	1	1	1
SEL1L	1	1	1	1	1	1	1	497.494957523735
SEL1L3	1	1	1	1	1	1	1	633.204864262306
SELENOF	252.574677265508	1	1	1	1	1	146.902323751829	317.268279595545
SELENOK	1	1	1	1	242.116726387158	210.518822566637	1	778.162490634236
SELENOM	1	1	1	1	1	1	1	247.02142857666
SELENOP	744.676111482172	1756.58286168328	1	381.738802640711	1	1	1	1
SELENOS	1	1	1	1	1	1	1	527.742358925002
SELENOT	1	1	1	1	1	1	1	209.100541976804
SELENOW	434.986374515252	1	1	200.873235430289	1	1	1	1
SELL	1	1	1	1	1	1	215.700920609246	1
SELPLG	1	1	1	1	1	1	343.734596528846	1
SEM1	287.149121858212	1	1	1	1	1	206.990064802551	1
SEMA4A	1	1	1	1	1	1	295.402007102206	1
SEPHS2	186.018707656216	1	1	1	1	1	279.560305266982	1
SEPT2	387.897465048058	228.704306257745	1	313.08560670265	1	248.220734897949	1	1
SEPT6	1	1	1	1	334.771639185237	187.311665292781	237.822465964793	181.127329692162
SEPT7	314.114205429733	1	1	1	314.142521677297	1	205.304042675374	1
SERINC1	213.820962659412	1	1	1	1	1	1	1
SERINC3	240.6098569833	1	1	1	1	1	1	1
SERPINA1	3271.38839418075	664.692382426297	1348.33201937407	897.573708070966	1	721.412125233874	1	311.264721177604
SERPINB1	1	1	471.875935275415	256.283806091902	1	289.973914975533	540.687596647463	1
SERPINB6	1	201.363404736087	1	1	1	1	126.470099132843	1
SERPINB9	1	1	1	1	1	324.107341040362	413.076963471116	1
SERPINE1	502.877363735171	1	1	1	1	1	1	1
SERPINF1	1	1	1	1	1	1	138.825968403219	1
SERPING1	1051.79776499358	682.662716828587	1	266.391341633031	1	1	1	1
SERPINH1	294.720699415716	1	1	1	1	1	1	1
SETD2	1	1	1	1	1	1	344.349262265796	1
SETX	1	1	1	1	1	1	123.789840714935	1
SF1	206.712180172244	205.052176888271	205.712616219172	1	350.100617959447	191.970548506909	315.96231278711	1
SF3B1	255.362069599617	1	1	201.641857700593	1	1	1	259.063815247963
SF3B2	188.306260100009	1	1	1	1	1	1	1
SF3B5	1	1	1	1	1	1	1	204.157103983279
SF3B6	196.520334998806	1	1	1	1	1	1	1
SFT2D2	1	1	1	1	1	1	231.312928350732	1
SGK1	268.148831882524	427.37482452845	260.063961104495	933.147217994093	1	1190.27612984913	505.781302786493	1
SH2B3	1	1	1	1	1	255.983578857452	155.909632999582	1
SH3BGRL	1	1	331.030250635753	313.86618561814	1	279.135546856877	152.072716325949	1
SH3BP5	1	379.968669353619	335.874811671336	228.44014459427	1	210.080098342626	1	1
SH3GLB1	208.393546338986	1	1	1	1	1	1	1
SH3KBP1	1	1	1	1	299.095940727542	247.9828126187	1	223.32856418457
SHTN1	1	1	1	1	1	1	398.778372169261	1
SIGLEC1	1	401.312252932362	1	1	1	1	1	1
SIGLEC10	1	1	1	1	1	177.631099008529	250.602778931185	1
SIGLEC5	1	224.289602425183	1	1	1	1	1	1
SIK1	1	1	1	1	1	240.564050534648	1	304.021677828087
SIL1	1	1	1	1	1	1	1	216.180986810429
SIRPA	1	1	1	287.509317631407	1	167.237034295924	1	1
SKAP2	1	1	1	201.938627639315	1	1	249.380211095614	1
SKP1	511.145864291226	1	1	251.784573192953	291.229098103174	171.641163448563	1	230.427081343435
SLA	1	605.823802487905	541.76315861316	553.180099614236	661.022998956198	244.274140328195	1	1
SLAMF7	1	1	1	1	1	1	411.14859265475	1146.02230866078
SLAMF8	1	1	1	190.15771129843	1	1	261.459166958152	1
SLC11A1	1	1	550.869066889445	1	1	1	1	1
SLC12A2	233.094068667515	1	1	1	1	1	1	1
SLC12A3	1	1	1	1	1	1	209.094558701886	1
SLC15A3	1	286.027424468714	1	465.857177427576	1	186.730177679243	1	1
SLC1A3	1	1	1	309.559576673494	1	1	1	1
SLC24A4	1	1	1	1	1	1	181.44373687009	1
SLC25A37	1	1	434.418507792988	1	1	1	1	181.299030273953
SLC2A3	1	1	903.11306276785	353.094376751833	498.236175390353	509.667025060003	282.209231866471	1
SLC31A2	1	252.861540807625	1	191.297744896233	1	1	1	1
SLC38A1	1	1	1	1	473.722289482285	1	84.2832292364971	1
SLC38A10	1	1	1	1	1	1	1	205.181982579466
SLC38A2	383.519265175392	1	1	1	1	227.980185386467	168.0343601494	209.309054867952
SLC3A2	1	1	1	1	1	1	1	252.504989847404
SLC40A1	271.664180025543	2219.43301298518	1	499.393744911536	1	1	1	1
SLC43A2	1	1	295.347729865381	1	1	1	1	1
SLC44A1	1	1	1	1	1	1	1	208.10481776083
SLC7A7	1	250.152719632882	1	284.770665802194	1	1	1	1
SLC8A1	1	1	1	213.589276263204	1	1	1	1
SLCO2B1	1	362.925861824823	1	304.08758578703	1	1	1	1
SLFN5	1	1	1	1	369.941973559118	1	1	1
SLIRP	228.880762504425	1	1	1	1	1	180.146372167628	1
SLTM	1	1	1	1	1	1	119.910522382252	1
SMARCA4	395.616707864634	1	1	1	651.263256980848	1	1	1
SMARCA5	1	1	1	1	1	1	249.829180932524	1
SMARCE1	195.492338265287	1	1	1	1	1	1	1
SMCHD1	1	1	1	1	334.084017398163	1	1	223.408824751712
SMCO4	1	1	1	1	1	1	229.476891990663	1
SMIM26	1	1	1	1	1	1	233.092870525985	1
SMS	1	1	1	253.823927231696	1	1	1	1
SND1	1	1	1	1	1	1	1	353.148374504727
SNRPB	226.072061174375	1	1	1	249.110238304293	194.033233061035	96.8170240346635	1
SNRPD1	1	1	1	1	1	1	215.824565053473	1
SNRPD3	161.586922335186	1	1	1	1	1	1	1
SNRPE	1	1	1	1	1	1	180.594929940858	1
SNRPF	1	1	1	1	1	1	152.30114447033	1
SNRPG	178.187301412965	1	1	1	1	1	1	1
SNRPN	1	1	1	1	1	1	1	329.746940727285
SNU13	195.833146716804	1	1	1	1	1	254.269010685484	165.352621564572
SNX10	1	267.702068486369	1	1	1	1	1	1
SNX3	260.88159837983	1	1	249.848176852794	1	284.134850568404	1942.78687801698	1
SNX5	1	360.138834262864	1	1	1	1	140.986954433903	1
SNX9	1	209.252706980757	1	1	1	1	1	1
SOCS3	1	1	365.197013252229	213.07750041759	1	251.058471626823	1	210.652707686318
SOD1	588.751784504941	237.073941076523	1	228.265007483249	488.127766152362	216.813470862927	183.321430711838	327.925728429083
SOD2	225.577892975136	410.337033007351	1377.70276352978	913.00835297682	1	367.305090490382	1	1
SORL1	1	1	1	287.700240516044	1	181.268741977964	1	1
SOX4	353.295784401667	1	1	1	1	1	1	1
SP100	212.330914929884	1	1	238.051348593474	283.780754175094	343.349724089419	1	234.065835775721
SP110	1	1	1	1	1	1	193.565256988935	1
SPARC	3288.04210992481	1	1	1	1	1	1	1
SPARCL1	850.502732221111	1	1	1	1	1	1	1
SPATS2	1	1	1	1	1	1	1	222.764432475173
SPATS2L	279.751080562408	1	1	1	1	1	1	1
SPCS1	197.651366271541	1	1	1	1	1	113.805277545448	1323.11196775665
SPCS2	1	1	1	1	1	1	285.351385935582	761.694894840775
SPCS3	1	1	1	1	1	1	1	702.721703197298
SPI1	1	482.24867282563	523.613304907189	478.4077802935	1	337.365044094017	381.171270060711	1
SPINT2	251.115767761092	1	1	1	1	253.500611279282	169.043319020392	1
SPOCK2	1	1	1	1	482.138427347021	1	1	1
SPP1	3346.92193945605	554.007564436105	2222.50188824386	7412.51051076726	1	555.297286946688	1	355.965554151554
SPPL3	1	1	1	1	1	1	116.580674790762	1
SPRY1	318.17280820005	1	1	1	1	1	1	1
SPTAN1	195.846981974089	1	1	1	1	1	1	1
SPTBN1	712.106328981189	1	1	1	1	1	1	1
SQSTM1	451.204974912119	326.938213926354	392.069020729304	444.166874398926	1	268.695519801504	1	250.365736235705
SRGAP2	1	1	1	1	1	203.389522039672	1	1
SRI	251.523405244894	1	1	1	1	1	1	1
SRM	1	1	1	1	1	1	1	305.03494224319
SRP72	1	1	1	1	1	1	1	238.612589561208
SRP9	249.01948243957	1	1	1	1	1	119.693791732854	1
SRPRA	1	1	1	1	1	1	1	383.667710330156
SRPRB	1	1	1	1	1	1	1	270.73870466109
SRRM1	1	1	252.547898293593	287.092752699638	1	217.748396139285	1	1
SRRM2	317.692337828896	276.88360828894	1	245.19005921172	1	164.120170263349	214.264051392505	1
SRSF11	273.572146447427	1	1	1	1	1	1	161.992646978122
SRSF2	233.877838944828	1	315.2309958104	1	384.041788331942	259.590777677009	102.796148852227	255.34153914271
SRSF5	206.37421336168	217.709566047688	1	1	1	1	1	1
SRSF7	236.408536209818	1	1	1	431.034847961367	1	1	1
SRSF9	1	1	1	1	1	186.150647726038	105.245198815871	188.481404198412
SSB	248.902828495348	1	1	247.913263597484	1	1	1	1
SSBP1	230.98908465983	1	1	1	1	191.000882512789	1	1
SSR2	318.971998028367	1	1	251.058728434653	1	178.632548534571	160.335439924089	598.585074642045
SSR3	202.04490430665	1	1	258.149008933116	1	241.454078723185	1	981.286339450524
SSR4	484.589072138162	450.494327742223	462.476088644072	457.338523707227	724.967208414764	546.305815456488	595.376613585908	10027.7475706831
SSSCA1	1	1	1	1	1	1	1	304.595804087976
ST6GAL1	205.697201865558	1	1	1	1	1	1	410.583457146205
STARD7	1	1	1	1	1	1	235.37180845956	187.649098820955
STAT1	1	291.185993850079	1	334.655717746169	1	1	204.995849443187	1
STAT6	244.518898762176	287.779315386288	1	1	1	208.7455308989	265.353414945399	265.092155193211
STAU1	179.331786080782	1	1	1	1	1	1	1
STK17A	1	1	1	1	1	1	339.462691254003	1
STK17B	1	1	360.274520381097	1	494.813886679643	509.147077783781	324.349349768681	1
STK24	1	1	1	1	1	1	181.674070560716	1
STK4	1	1	1	1	366.699322446248	1	1	1
STMP1	1	1	1	1	1	1	179.175678565406	1
STOM	755.929619056771	531.690367326993	1	208.454632101798	1	1	1	1
STRADA	1	1	1	1	1	1	245.883130986327	1
STT3B	1	1	1	1	1	1	1	268.868779308597
STXBP2	1	1	289.443777161449	1	1	1	1	1
SUB1	360.35543978724	1	1	225.13506187175	567.798379110221	344.854755381878	640.981469657342	1407.7463212947
SULF2	1	1	1	1	1	1	167.937594560148	1
SUPT16H	1	1	1	1	1	1	173.96176286004	1
SURF4	1	1	1	1	1	1	1	248.655039545363
SUSD3	1	1	1	1	1	1	162.890801859111	1
SUSD6	1	211.395017565783	1	1	1	1	98.1108878765472	1
SYAP1	177.238879482308	1	354.037879017395	1	356.249698373918	337.09986641103	1	1
SYK	1	1	294.490993874746	254.832681539183	1	282.01967437547	155.760213910658	1
SYNE2	276.149232784921	1	1	1	1	1	1	1
SYNGR2	1	304.481790042847	307.678018601515	459.761762129201	1	317.185680542399	150.013976427051	237.383745376836
SYVN1	1	1	1	1	1	1	1	425.884756960986
TACC1	609.275956002086	314.346425384871	1	316.937066888113	1	216.640234221167	1	1
TACSTD2	1	1	1	1	1	1	396.226538212654	1
TAF10	1	1	1	1	1	170.494633033354	187.222440507291	1
TAGLN	1274.82581935808	1	1	1	1	1	1	1
TAGLN2	392.033843088296	1	233.437013782079	205.173074291666	1	301.983603334578	730.916261837802	1
TALDO1	1	1	1	223.006683270187	1	1	115.20762340045	1
TAOK3	1	1	1	246.682060593216	1	253.626047188872	349.769324811761	1
TAP1	1	1	1	1	358.415446995453	1	410.896853889858	1
TAX1BP1	229.520626188948	260.676413873492	1	211.67140484166	1	182.932062352148	214.952387942602	1
TBC1D5	1	1	1	1	1	177.206196726403	1	1
TBCA	204.374393918466	1	1	1	1	1	258.4661163636	1
TBXAS1	1	341.757219797802	1	280.241991636808	1	1	1	1
TCEAL4	223.132341472806	1	1	1	1	1	1	1
TCEAL9	254.896204978384	1	1	1	1	1	1	1
TCF4	399.254540095375	1	1	1	1	1	1	1
TCP1	194.078751516093	1	1	1	1	1	1	1
TECR	1	1	1	1	1	1	1	182.092922720745
TERF2IP	1	1	1	1	375.941656118024	1	1	240.856434712532
TES	1	1	246.287093443608	1	1	216.981262273154	1	1
TF	844.681662790748	1	1	1	1	1	143.913565231698	1
TFPI	318.112915271124	1	1	1	1	1	1	1
TGFB1	1	208.056021538832	1	1	1	1	1	1
TGFBI	307.964760696657	1029.8794013977	791.08956574033	926.430436875847	1	711.850966790112	403.753904123872	1
TGFBR2	332.097548278487	1	1	1	1	1	1	1
TGM2	340.373031191012	1	1	1	1	1	1	1
TGOLN2	302.664901963306	306.959620683813	368.449199001915	358.111395917112	1	204.183716611252	174.777940014973	1
THBD	1	1	290.653866340072	1	1	245.377542723598	1	1
THBS1	308.326919303038	1	1354.53113213852	1	1	1	1	1
THEMIS2	1	482.737277339982	296.746120032219	329.780734549616	1	329.826025474615	353.372609529443	1
TIMP1	4259.13665402464	1128.83041655641	2887.83133810882	1062.40566548997	1	639.606962305017	172.595424736145	358.983452722542
TIMP2	693.388079444633	451.372235500575	290.501672423353	656.119223303368	1	213.994855576059	362.005027471818	1
TIMP3	1018.09303833715	1	1	1	1	1	1	1
TINAGL1	249.995797620694	1	1	1	1	1	1	1
TKT	1	270.791728612197	422.370269005521	262.828092478804	1	194.853914106758	144.532060890243	1
TLE3	1	1	1	1	1	1	151.951426347917	1
TLR10	1	1	1	1	1	1	161.97171854881	1
TLR2	1	1	279.40980065125	258.889710330185	1	234.917380657259	1	1
TM4SF1	1353.58240317923	1	1	1	1	1	1	1
TM4SF4	1364.23882707915	1	1	1	1	1	1	1
TM9SF2	242.495785384215	1	1	1	1	168.612300086998	168.919208044542	204.055643752255
TM9SF3	273.685741851224	1	1	1	1	1	1	1
TMCO1	167.014801295986	1	1	1	1	1	1	1
TMED10	203.103707503061	1	1	220.308520184089	1	166.093508645729	248.486508519968	582.359319658766
TMED2	193.733918144584	1	1	1	1	1	195.261926564808	236.34863322363
TMED5	1	1	1	1	1	1	1	319.10751634919
TMED9	1	1	1	1	1	1	1	292.08642680257
TMEM123	261.198017861753	258.537824511176	1	1	1	289.175232386219	156.977476276234	1
TMEM147	1	1	1	1	1	1	260.13181070945	193.320289687035
TMEM14B	1	1	1	1	1	1	198.630816355483	1
TMEM14C	244.212106759383	1	1	200.115983169413	1	168.760162661491	86.7448596998984	1
TMEM176A	230.105364745537	1	1	177.853571012438	1	1	1	1
TMEM176B	284.862664600978	1	1	271.600148102021	1	1	1	1
TMEM189.UBE2V1	238.399470901764	1	229.029433173597	1	337.57855150966	198.886934239876	1	175.813346030948
TMEM219	187.683869732232	1	1	1	1	1	1	1
TMEM230	191.878343551655	1	1	1	1	1	1	1
TMEM256.PLSCR3	1	1	1	1	1	1	1	195.49106883816
TMEM258	306.206758989784	1	1	268.541084923194	1	203.70165816743	217.28635441229	1114.35868057561
TMEM50A	242.404690894444	219.170524460017	1	216.157777665557	1	1	1	1
TMEM59	512.500327084343	208.057997696236	1	226.010040451787	1	175.270661278577	197.696507330139	909.176719915112
TMX2.CTNND1	245.26952560889	1	1	1	1	1	227.089785817549	1
TNFAIP2	1	355.328454005585	391.445696812556	240.041104058121	1	1	1	1
TNFAIP3	1	324.088403611118	1226.51144008703	862.634611768307	1683.02806396588	919.489359359401	171.201496300818	295.259831445607
TNFRSF12A	249.861180817768	1	1	1	1	1	1	1
TNFRSF17	1	1	1	1	1	1	1	378.731314330581
TNFRSF1A	1	226.703318360788	1	1	1	1	1	1
TNFRSF1B	1	513.518222251363	966.293437048298	403.87169029608	463.233982312786	442.65986471606	1	1
TNFSF10	202.695877800794	1	1	1	1	1	1	1
TNFSF12.TNFSF13	1	1	301.473672573614	362.799407533053	1	202.072507072712	1	1
TNFSF13B	1	1	303.204945601486	1	1	1	1	1
TNS1	238.696217049253	1	1	1	1	1	1	1
TOB1	182.154049516198	1	1	1	1	1	1	1
TOMM20	247.669680503852	1	1	221.279995548851	1	210.354447742033	144.52340965403	1
TOP1	218.793481376911	397.482901691179	337.671192136794	253.834646286941	1	261.794331879529	1	158.11437204854
TOP2B	1	1	1	1	1	1	87.3887223357964	1
TP53INP1	1	1	1	1	1	1	1	256.491722653865
TPM1	698.313520155093	1	1	1	1	1	1	1
TPM2	490.361191766059	1	1	1	1	1	1	1
TPMT	1	1	1	1	1	1	155.15528765034	1
TPP1	1	1171.86314639319	501.150252580092	766.178728739887	1	407.365480221996	599.001167663921	1
TPR	228.524667281076	1	1	1	344.858480217982	1	1	1
TPST2	1	1	1	1	1	1	1	222.677292512833
TRA2B	1	230.903003424764	1	1	1	272.957562772586	228.907357397729	1
TRAM1	355.222857888457	1	1	219.433392966142	1	212.042595269796	312.314104244984	1031.92102966327
TRAPPC13	590.526395897035	1	401.883280262848	363.643498487622	717.009431319446	597.787782476809	1	1889.09350945382
TREM2	1	1	1	687.614269824233	1	1	1	1
TRIB1	1	215.543983282739	1	1	1	1	1	661.79501028783
TRIM22	1	1	1	1	1	1	125.139682074114	1
TRIM28	1	1	1	1	1	1	386.29618637443	1
TRIM44	1	1	1	1	1	1	152.408555926059	1
TRIR	205.172277618568	1	1	1	1	1	1	177.736601669895
TRMT112	226.588593898944	1	1	1	1	1	237.595287668286	342.659564611977
TSC22D1	642.132462460111	1	1	1	1	1	1	1
TSPAN14	1	245.780812260763	1	1	1	1	1	1
TSPAN3	242.69584418826	1	1	1	1	1	344.025898866459	311.384121287288
TSPAN33	1	1	1	1	1	1	297.520797562828	1
TSPAN4	1	215.550453381243	1	1	1	1	1	1
TSPO	202.047711678582	1	457.328535577157	301.888445529246	1	1	1	1
TTC3	308.70854813391	1	1	1	1	170.312661963107	178.898031076931	168.397664857981
TTR	1041.82142173288	1	1	1	1	1	1	1
TTYH3	1	210.455228000281	1	207.226009458859	1	1	1	1
TUBA1C	1	1	1	203.144329268605	1	1	146.280577348042	1
TUBB	424.207535086317	1	1	365.65897314292	298.832842021322	299.247534514086	119.929178899377	1
TUBB4B	256.818092191428	1	1	1	1	1	126.791345871279	311.589155685621
TUFM	202.421331870892	1	1	1	1	1	1	1
TXNDC11	1	1	1	1	1	1	1	413.15994893045
TXNDC15	1	1	1	1	1	1	1	286.886049031376
TXNDC17	200.570162394024	1	1	1	1	1	1	1
TXNDC5	1	1	1	1	1	1	1	3975.80261388235
TXNL4A	1	1	1	1	1	1	168.485055471299	1
TYROBP	1	3397.90823866876	2470.83755322761	3393.2821779054	359.579017931525	1802.53721287553	1	1
U2AF1L5	214.787655048242	1	1	1	1	1	226.866740884477	1
UACA	360.461407053475	1	1	1	1	1	1	1
UBA1	214.954364440205	1	1	1	1	1	1	1
UBALD2	1	1	282.018366831572	1	359.120490960375	1	1	237.889591921353
UBE2B	195.546853246011	1	1	1	1	1	1	208.067498292557
UBE2D2	204.282018292109	1	1	1	264.401924579861	205.32988973576	323.689098546821	1
UBE2I	1	1	1	1	1	1	154.965926075833	1
UBE2J1	1	1	1	1	1	1	1	1236.33720337368
UBE2K	1	1	1	1	1	1	127.760122528466	1
UBE2L6	1	212.621997246954	1	1	1	1	1	1
UBE2R2	1	1	243.88265171859	179.162266489367	1	144.616383717485	222.379107332538	1
UBXN1	1	1	1	1	1	1	306.921349122076	1
UBXN4	218.404252199847	1	1	1	1	1	1	270.509525295836
UCP2	1	578.551070477526	392.25606735621	445.029249983587	408.441552143444	369.755235120628	758.347982568489	1
UFC1	1	1	1	1	1	1	1	239.705965988717
UFM1	1	1	1	1	1	1	1	323.231952128098
UGP2	218.984152268586	1	1	1	308.157361665593	1	1	1
UGT2B15	206.945146586911	1	1	1	1	1	1	1
UNC93B1	1	240.561642891188	1	175.716054475081	1	1	1	1
UPP1	1	1	197.137890460961	1	1	1	1	1
UQCR10	179.232167499131	1	1	1	1	1	1	1
UQCRC2	215.613513764612	1	1	1	1	1	1	1
UQCRFS1	184.011895456917	1	1	1	1	1	1	1
UQCRQ	655.42911572515	1	262.259477453337	300.585103037926	1	282.668357659615	182.44692592056	527.727409544763
URGCP.MRPS24	177.140863569342	1	1	1	1	1	1	248.772137355064
USMG5	301.038091651846	1	1	242.03659535041	1	162.581045288926	240.772001847186	158.603980608091
USO1	1	1	1	1	1	1	171.951960064304	191.07900989738
USP14	1	1	1	1	1	1	137.418610315591	1
USP3	1	1	1	1	1	1	144.438245407941	1
UTRN	323.620888724315	242.901770963394	1	1	1	1	1	1
UXT	1	1	1	1	1	1	1	239.486017072295
VAC14	1	1	1	1	1	1	323.445932628285	1
VAMP5	1	251.33997634975	1	1	1	1	1	1
